,Time,CustomerId,Price,NewSubscribers,churnedSubscribers,churnrate,ARPU,ALT,ELTV,growthrate,FTI
0,2018-01-01,58670,5093650,57334,3276,5.583773649224476,86.81864666780297,17,1554.8382173382172,0.0,94
1,2018-02-01,58897,5083798,3616,2534,4.302426269589283,86.31675637129226,23,2006.2344119968432,0.3869098346684918,90
2,2018-03-01,59981,5176944,3377,2546,4.244677481202381,86.30973141494806,23,2033.3637077769044,1.8405012139837362,87
3,2018-04-01,60423,5224830,3071,2019,3.3414428280621618,86.4708802939278,29,2587.8306092124812,0.7369000183391483,85
4,2018-05-01,61446,5309412,2882,2211,3.5982814178302904,86.40777267844938,27,2401.362279511533,1.6930638995084735,82
5,2018-06-01,61363,5348579,2476,1390,2.265208676238124,87.16293206003618,44,3847.8985611510793,-0.1350779546268277,81
6,2018-07-01,64701,5447575,5349,2154,3.3291602911856075,84.19614843665477,30,2529.0506035283197,5.439760116030823,79
7,2018-08-01,68763,5389404,6256,6138,8.926312115527246,78.37651062344575,11,878.039100684262,6.278110075578436,73
